Content Load,Page Load,Blocked,DNS,Connect,Send,Wait,Receive,Body Size Request,Body Size Response,Header Size Request,Header Size Response,Total Size Request,Total Size Response,Total HTTP Timings
CL02_535_1268,PL02_648_1691,11,0,0,0,346,1,145,0,800,1268,TRTS05_925_1189,TRES01_below_2559,THTTP02_177_412
CL02_535_1268,PL02_648_1691,6,0,0,0,491,6,0,3836,795,1251,TRTS04_737_925,TRES02_2559_6035,THTTP03_412_626
CL02_535_1268,PL02_648_1691,4,0,0,1,345,0,145,0,803,1268,TRTS05_925_1189,TRES01_below_2559,THTTP02_177_412
CL05_2430_3062,PL06_4071_5255,6,0,0,0,2265,49,0,12140,851,1251,TRTS04_737_925,TRES05_12576_14735,THTTP09_2111_2660
CL03_1268_1833,PL03_1691_2484,7,0,0,0,762,46,0,13352,958,1251,TRTS05_925_1189,TRES05_12576_14735,THTTP04_626_859
CL05_2430_3062,PL04_2484_3223,5,0,0,0,1892,49,0,12417,1019,1251,TRTS05_925_1189,TRES05_12576_14735,THTTP08_1740_2111
CL05_2430_3062,PL05_3223_4071,891,0,0,0,1244,113,0,12888,708,1251,TRTS03_573_737,TRES05_12576_14735,THTTP09_2111_2660
CL03_1268_1833,PL03_1691_2484,4,0,0,0,846,615,0,7891,827,1251,TRTS04_737_925,TRES03_6035_9486,THTTP07_1411_1740
CL04_1833_2430,PL04_2484_3223,12,0,0,0,961,1,0,0,935,1257,TRTS05_925_1189,TRES01_below_2559,THTTP05_859_1130
CL02_535_1268,PL02_648_1691,5,0,0,0,460,30,0,5456,870,1251,TRTS04_737_925,TRES03_6035_9486,THTTP03_412_626
CL02_535_1268,PL02_648_1691,8,0,0,0,723,35,0,7856,827,1251,TRTS04_737_925,TRES03_6035_9486,THTTP04_626_859
CL03_1268_1833,PL03_1691_2484,8,0,0,0,1149,217,0,13403,708,1251,TRTS03_573_737,TRES05_12576_14735,THTTP06_1130_1411
CL04_1833_2430,PL03_1691_2484,5,0,0,0,851,463,0,39777,670,1016,TRTS03_573_737,TRES10_36658_up,THTTP06_1130_1411
CL04_1833_2430,PL03_1691_2484,4,0,0,0,870,342,0,43447,702,1014,TRTS03_573_737,TRES10_36658_up,THTTP06_1130_1411
CL05_2430_3062,PL04_2484_3223,5,0,0,0,1652,380,0,45344,695,1013,TRTS03_573_737,TRES10_36658_up,THTTP08_1740_2111
CL02_535_1268,PL04_2484_3223,0,0,0,0,4,0,0,0,624,934,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL06_3062_3812,PL06_4071_5255,1888,0,0,0,457,0,0,41867,704,1014,TRTS03_573_737,TRES10_36658_up,THTTP09_2111_2660
CL07_3812_4813,PL07_5255_7017,1816,0,0,0,611,0,0,16275,1530,1024,TRTS07_1486_1724,TRES07_17040_21342,THTTP09_2111_2660
CL04_1833_2430,PL04_2484_3223,544,0,0,0,1017,6,0,8048,1612,976,TRTS07_1486_1724,TRES03_6035_9486,THTTP07_1411_1740
CL01_below_535,PL01_below_648,0,0,0,0,0,0,0,0,1438,0,TRTS06_1189_1486,TRES01_below_2559,THTTP01_below_177
CL05_2430_3062,PL06_4071_5255,984,0,0,0,520,0,0,16567,1438,1005,TRTS06_1189_1486,TRES07_17040_21342,THTTP07_1411_1740
CL01_below_535,PL01_below_648,4,0,0,0,1746,0,0,16678,1556,1005,TRTS07_1486_1724,TRES07_17040_21342,THTTP08_1740_2111
CL07_3812_4813,PL01_below_648,872,0,0,0,2003,182,0,12335,619,1046,TRTS03_573_737,TRES05_12576_14735,THTTP10_2660_up
CL05_2430_3062,PL05_3223_4071,6,0,0,0,1128,0,0,12636,1847,1024,TRTS08_1724_2020,TRES05_12576_14735,THTTP06_1130_1411
CL04_1833_2430,PL05_3223_4071,8,0,0,0,1052,0,0,16490,1847,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP05_859_1130
CL04_1833_2430,PL04_2484_3223,5,0,0,0,496,0,0,10739,1847,1005,TRTS08_1724_2020,TRES04_9486_12576,THTTP03_412_626
CL03_1268_1833,PL04_2484_3223,5,0,0,0,619,0,0,13539,2033,1005,TRTS09_2020_3101,TRES05_12576_14735,THTTP03_412_626
CL03_1268_1833,PL06_4071_5255,9,0,0,0,1187,0,0,6532,1801,1005,TRTS08_1724_2020,TRES03_6035_9486,THTTP06_1130_1411
CL03_1268_1833,PL03_1691_2484,8,0,0,0,1046,0,0,6728,1805,1024,TRTS08_1724_2020,TRES03_6035_9486,THTTP05_859_1130
CL03_1268_1833,PL04_2484_3223,5,0,0,0,1115,0,0,6268,1685,1005,TRTS07_1486_1724,TRES03_6035_9486,THTTP05_859_1130
CL03_1268_1833,PL05_3223_4071,490,0,0,1,267,363,0,18639,1052,863,TRTS05_925_1189,TRES07_17040_21342,THTTP05_859_1130
CL05_2430_3062,PL06_4071_5255,8,0,0,0,202,1,0,263,1290,436,TRTS06_1189_1486,TRES01_below_2559,THTTP02_177_412
CL05_2430_3062,PL06_4071_5255,5,0,0,0,1777,20,0,4730,534,349,TRTS02_426_573,TRES02_2559_6035,THTTP08_1740_2111
CL01_below_535,PL01_below_648,6,0,0,0,6,0,0,0,549,0,TRTS02_426_573,TRES01_below_2559,THTTP01_below_177
CL04_1833_2430,PL05_3223_4071,0,0,0,0,107,0,0,0,454,310,TRTS02_426_573,TRES01_below_2559,THTTP01_below_177
CL07_3812_4813,PL07_5255_7017,4,0,0,0,2371,16,0,4575,491,349,TRTS02_426_573,TRES02_2559_6035,THTTP09_2111_2660
CL03_1268_1833,PL05_3223_4071,0,0,0,0,7,0,0,0,454,310,TRTS02_426_573,TRES01_below_2559,THTTP01_below_177
CL06_3062_3812,PL01_below_648,4,0,0,0,1097,3,0,4020,488,349,TRTS02_426_573,TRES02_2559_6035,THTTP05_859_1130
CL06_3062_3812,PL01_below_648,5,0,0,0,2339,23,0,4740,546,349,TRTS02_426_573,TRES02_2559_6035,THTTP09_2111_2660
CL03_1268_1833,PL04_2484_3223,0,0,0,0,17,0,0,0,390,310,TRTS01_below_426,TRES01_below_2559,THTTP01_below_177
CL07_3812_4813,PL07_5255_7017,1222,0,0,0,816,20,0,4054,531,349,TRTS02_426_573,TRES02_2559_6035,THTTP08_1740_2111
CL03_1268_1833,PL06_4071_5255,0,0,0,0,12,0,0,0,449,310,TRTS02_426_573,TRES01_below_2559,THTTP01_below_177
CL05_2430_3062,PL06_4071_5255,5,0,0,0,1948,22,0,4600,526,349,TRTS02_426_573,TRES02_2559_6035,THTTP08_1740_2111
CL05_2430_3062,PL06_4071_5255,0,0,0,0,121,0,0,0,449,310,TRTS02_426_573,TRES01_below_2559,THTTP01_below_177
CL06_3062_3812,PL06_4071_5255,23,0,0,0,1586,18,0,3942,504,349,TRTS02_426_573,TRES02_2559_6035,THTTP07_1411_1740
CL05_2430_3062,PL01_below_648,12,0,0,0,812,17,0,4034,467,349,TRTS02_426_573,TRES02_2559_6035,THTTP04_626_859
CL06_3062_3812,PL01_below_648,14,0,0,0,1528,19,0,3690,506,349,TRTS02_426_573,TRES02_2559_6035,THTTP07_1411_1740
CL04_1833_2430,PL03_1691_2484,6,0,0,0,1279,34,0,6876,841,1046,TRTS04_737_925,TRES03_6035_9486,THTTP06_1130_1411
CL05_2430_3062,PL05_3223_4071,12,0,0,0,2100,72,0,13603,619,1046,TRTS03_573_737,TRES05_12576_14735,THTTP09_2111_2660
CL09_6084_7536,PL07_5255_7017,6,0,0,0,521,0,0,340,520,499,TRTS02_426_573,TRES01_below_2559,THTTP03_412_626
CL04_1833_2430,PL03_1691_2484,9,0,0,0,1167,10,0,2580,849,1058,TRTS04_737_925,TRES02_2559_6035,THTTP06_1130_1411
CL05_2430_3062,PL06_4071_5255,665,0,0,0,653,0,0,17257,1549,1005,TRTS07_1486_1724,TRES07_17040_21342,THTTP06_1130_1411
CL06_3062_3812,PL06_4071_5255,4,0,0,0,1481,0,0,14057,1866,1024,TRTS08_1724_2020,TRES06_14735_17040,THTTP07_1411_1740
CL06_3062_3812,PL06_4071_5255,549,0,0,0,967,59,0,7984,1627,976,TRTS07_1486_1724,TRES03_6035_9486,THTTP07_1411_1740
CL04_1833_2430,PL03_1691_2484,6,0,0,0,1406,32,0,5692,807,1046,TRTS04_737_925,TRES03_6035_9486,THTTP07_1411_1740
CL03_1268_1833,PL03_1691_2484,6,0,0,0,760,51,0,6665,1789,647,TRTS08_1724_2020,TRES03_6035_9486,THTTP04_626_859
CL04_1833_2430,PL04_2484_3223,5,0,0,0,226,0,0,0,631,312,TRTS03_573_737,TRES01_below_2559,THTTP02_177_412
CL04_1833_2430,PL03_1691_2484,5,0,0,0,671,0,0,41818,707,1013,TRTS03_573_737,TRES10_36658_up,THTTP04_626_859
CL08_4813_6084,PL09_9947_14346,0,0,0,0,22,0,0,0,588,953,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL07_3812_4813,PL07_5255_7017,7,0,0,0,1946,0,0,40840,700,1014,TRTS03_573_737,TRES10_36658_up,THTTP08_1740_2111
CL07_3812_4813,PL06_4071_5255,5,0,0,0,1503,0,0,42060,708,1013,TRTS03_573_737,TRES10_36658_up,THTTP07_1411_1740
CL03_1268_1833,PL05_3223_4071,0,0,0,0,6,0,0,0,596,1082,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL06_3062_3812,PL01_below_648,6,0,0,0,1117,0,0,14816,1537,1017,TRTS07_1486_1724,TRES06_14735_17040,THTTP05_859_1130
CL08_4813_6084,PL08_7017_9947,11,0,0,0,895,58,0,14928,1542,947,TRTS07_1486_1724,TRES06_14735_17040,THTTP05_859_1130
CL04_1833_2430,PL07_5255_7017,8,0,0,0,1367,0,0,6492,1627,1013,TRTS07_1486_1724,TRES03_6035_9486,THTTP06_1130_1411
CL03_1268_1833,PL03_1691_2484,7,0,0,0,1207,0,0,6722,1817,1013,TRTS08_1724_2020,TRES03_6035_9486,THTTP06_1130_1411
CL06_3062_3812,PL01_below_648,10,0,0,0,1361,0,0,14674,1556,1013,TRTS07_1486_1724,TRES06_14735_17040,THTTP06_1130_1411
CL09_6084_7536,PL01_below_648,10,0,0,0,1503,0,0,14598,1582,1013,TRTS07_1486_1724,TRES06_14735_17040,THTTP07_1411_1740
CL05_2430_3062,PL01_below_648,9,0,0,0,533,0,0,14710,1582,1013,TRTS07_1486_1724,TRES06_14735_17040,THTTP03_412_626
CL07_3812_4813,PL01_below_648,7,0,0,0,1448,0,0,14029,1582,1013,TRTS07_1486_1724,TRES06_14735_17040,THTTP07_1411_1740
CL04_1833_2430,PL01_below_648,16,0,0,0,1484,0,0,6708,1641,1013,TRTS07_1486_1724,TRES03_6035_9486,THTTP07_1411_1740
CL04_1833_2430,PL05_3223_4071,5,0,0,0,519,0,0,14063,1556,1013,TRTS07_1486_1724,TRES06_14735_17040,THTTP03_412_626
CL05_2430_3062,PL01_below_648,8,0,0,0,575,0,0,14316,1582,1013,TRTS07_1486_1724,TRES06_14735_17040,THTTP03_412_626
CL03_1268_1833,PL01_below_648,9,0,0,0,537,0,0,6272,1604,1013,TRTS07_1486_1724,TRES03_6035_9486,THTTP03_412_626
CL02_535_1268,PL01_below_648,6,0,0,0,396,0,0,5254,1545,1013,TRTS07_1486_1724,TRES03_6035_9486,THTTP02_177_412
CL02_535_1268,PL02_648_1691,5,0,0,0,487,0,0,6272,1604,1013,TRTS07_1486_1724,TRES03_6035_9486,THTTP03_412_626
CL05_2430_3062,PL01_below_648,10,0,0,0,1135,0,0,14707,1591,1013,TRTS07_1486_1724,TRES06_14735_17040,THTTP06_1130_1411
CL06_3062_3812,PL01_below_648,7,0,0,0,1002,0,0,14727,1569,1013,TRTS07_1486_1724,TRES06_14735_17040,THTTP05_859_1130
CL02_535_1268,PL01_below_648,5,0,0,0,479,0,0,7983,1647,1013,TRTS07_1486_1724,TRES03_6035_9486,THTTP03_412_626
CL04_1833_2430,PL01_below_648,4,0,0,0,741,0,0,8050,1555,1013,TRTS07_1486_1724,TRES03_6035_9486,THTTP04_626_859
CL07_3812_4813,PL01_below_648,1777,0,0,0,2253,69,0,13731,619,1046,TRTS03_573_737,TRES06_14735_17040,THTTP10_2660_up
CL04_1833_2430,PL01_below_648,5,0,0,0,552,1,0,0,771,1061,TRTS04_737_925,TRES01_below_2559,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,6,0,0,0,1882,49,0,13908,619,1046,TRTS03_573_737,TRES06_14735_17040,THTTP08_1740_2111
CL03_1268_1833,PL01_below_648,5,0,0,0,612,0,0,7983,1633,1013,TRTS07_1486_1724,TRES03_6035_9486,THTTP03_412_626
CL04_1833_2430,PL01_below_648,6,0,0,0,1245,0,0,4974,1635,1013,TRTS07_1486_1724,TRES02_2559_6035,THTTP06_1130_1411
CL07_3812_4813,PL01_below_648,6,0,0,0,1912,0,0,14167,1556,1013,TRTS07_1486_1724,TRES06_14735_17040,THTTP08_1740_2111
CL04_1833_2430,PL04_2484_3223,7,0,0,0,553,0,0,16927,1813,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,5,0,0,0,582,0,0,13375,2082,1005,TRTS09_2020_3101,TRES05_12576_14735,THTTP03_412_626
CL06_3062_3812,PL05_3223_4071,9,0,0,0,1451,0,0,16904,1813,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP07_1411_1740
CL08_4813_6084,PL07_5255_7017,8,0,0,0,1516,0,0,16905,1839,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP07_1411_1740
CL03_1268_1833,PL03_1691_2484,4,0,0,0,758,17,0,4555,1788,647,TRTS08_1724_2020,TRES02_2559_6035,THTTP04_626_859
CL04_1833_2430,PL03_1691_2484,961,0,0,0,800,32,0,8047,1704,647,TRTS07_1486_1724,TRES03_6035_9486,THTTP08_1740_2111
CL07_3812_4813,PL07_5255_7017,1112,0,0,0,645,0,0,17462,1813,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP08_1740_2111
CL05_2430_3062,PL05_3223_4071,6,0,0,0,1080,0,0,13478,2082,1005,TRTS09_2020_3101,TRES05_12576_14735,THTTP05_859_1130
CL04_1833_2430,PL08_7017_9947,6,0,0,0,1388,0,0,6713,2036,1005,TRTS09_2020_3101,TRES03_6035_9486,THTTP06_1130_1411
CL06_3062_3812,PL06_4071_5255,6,0,0,0,1744,0,0,16931,1778,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP08_1740_2111
CL04_1833_2430,PL04_2484_3223,5,0,0,0,630,0,0,17588,1824,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP04_626_859
CL06_3062_3812,PL06_4071_5255,14,0,0,0,1027,0,0,17235,1850,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP05_859_1130
CL03_1268_1833,PL03_1691_2484,7,0,0,0,1036,0,0,4044,1908,1005,TRTS08_1724_2020,TRES02_2559_6035,THTTP05_859_1130
CL03_1268_1833,PL03_1691_2484,5,0,0,0,508,0,0,17389,1824,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,5,0,0,0,1431,0,0,11815,2082,1005,TRTS09_2020_3101,TRES05_12576_14735,THTTP07_1411_1740
CL05_2430_3062,PL05_3223_4071,6,0,0,0,1450,0,0,14769,2268,1005,TRTS09_2020_3101,TRES06_14735_17040,THTTP07_1411_1740
CL04_1833_2430,PL04_2484_3223,5,0,0,0,979,0,0,9058,2055,1005,TRTS09_2020_3101,TRES04_9486_12576,THTTP05_859_1130
CL06_3062_3812,PL05_3223_4071,7,0,0,0,1769,0,0,14962,2268,1005,TRTS09_2020_3101,TRES06_14735_17040,THTTP08_1740_2111
CL03_1268_1833,PL06_4071_5255,5,0,0,0,1191,0,0,6675,2036,1005,TRTS09_2020_3101,TRES03_6035_9486,THTTP06_1130_1411
CL01_below_535,PL01_below_648,0,0,0,0,0,0,0,0,1673,0,TRTS07_1486_1724,TRES01_below_2559,THTTP01_below_177
CL05_2430_3062,PL05_3223_4071,5,0,0,0,1234,0,0,12953,2268,1005,TRTS09_2020_3101,TRES05_12576_14735,THTTP06_1130_1411
CL04_1833_2430,PL04_2484_3223,6,0,0,0,1100,0,0,8043,2268,1005,TRTS09_2020_3101,TRES03_6035_9486,THTTP05_859_1130
CL05_2430_3062,PL05_3223_4071,7,0,0,0,1213,0,0,17831,2080,1005,TRTS09_2020_3101,TRES07_17040_21342,THTTP06_1130_1411
CL05_2430_3062,PL07_5255_7017,7,0,0,0,1147,0,0,14962,2080,1005,TRTS09_2020_3101,TRES06_14735_17040,THTTP06_1130_1411
CL05_2430_3062,PL05_3223_4071,4,0,0,0,918,0,0,15149,2268,935,TRTS09_2020_3101,TRES06_14735_17040,THTTP05_859_1130
CL01_below_535,PL01_below_648,0,0,0,0,0,0,0,0,1627,0,TRTS07_1486_1724,TRES01_below_2559,THTTP01_below_177
CL05_2430_3062,PL05_3223_4071,545,0,0,0,1068,33,0,8064,1627,976,TRTS07_1486_1724,TRES03_6035_9486,THTTP07_1411_1740
CL05_2430_3062,PL04_2484_3223,1528,0,0,0,362,0,77,2052,611,297,TRTS03_573_737,TRES01_below_2559,THTTP08_1740_2111
CL04_1833_2430,PL03_1691_2484,17,0,0,0,1527,0,0,3262,1732,999,TRTS08_1724_2020,TRES02_2559_6035,THTTP07_1411_1740
CL02_535_1268,PL03_1691_2484,8,0,0,0,450,0,0,6163,1682,1005,TRTS07_1486_1724,TRES03_6035_9486,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,1606,0,0,0,409,0,97,3567,578,297,TRTS03_573_737,TRES02_2559_6035,THTTP08_1740_2111
CL05_2430_3062,PL05_3223_4071,1510,0,0,0,387,0,147,3828,578,297,TRTS03_573_737,TRES02_2559_6035,THTTP08_1740_2111
CL05_2430_3062,PL04_2484_3223,1428,0,0,0,431,0,159,2636,578,297,TRTS04_737_925,TRES02_2559_6035,THTTP08_1740_2111
CL04_1833_2430,PL05_3223_4071,5,0,0,0,553,0,0,17827,2268,1005,TRTS09_2020_3101,TRES07_17040_21342,THTTP03_412_626
CL06_3062_3812,PL06_4071_5255,9,0,0,0,1107,0,0,6230,1708,1005,TRTS07_1486_1724,TRES03_6035_9486,THTTP05_859_1130
CL03_1268_1833,PL03_1691_2484,6,0,0,0,1018,0,0,5407,1727,1005,TRTS08_1724_2020,TRES03_6035_9486,THTTP05_859_1130
CL06_3062_3812,PL05_3223_4071,1902,0,0,0,962,82,0,8062,1627,976,TRTS07_1486_1724,TRES03_6035_9486,THTTP10_2660_up
CL03_1268_1833,PL04_2484_3223,6,0,0,0,1227,24,0,5333,827,1046,TRTS04_737_925,TRES03_6035_9486,THTTP06_1130_1411
CL05_2430_3062,PL04_2484_3223,9,0,0,0,2120,1,0,0,1073,1321,TRTS05_925_1189,TRES01_below_2559,THTTP09_2111_2660
CL02_535_1268,PL02_648_1691,8,0,0,0,919,37,0,5352,827,1046,TRTS04_737_925,TRES03_6035_9486,THTTP05_859_1130
CL02_535_1268,PL02_648_1691,29,0,0,0,469,60,0,5668,975,1046,TRTS05_925_1189,TRES03_6035_9486,THTTP03_412_626
CL04_1833_2430,PL04_2484_3223,9,0,0,0,1462,196,0,12854,793,1046,TRTS04_737_925,TRES05_12576_14735,THTTP07_1411_1740
CL04_1833_2430,PL04_2484_3223,9,0,0,0,1936,36,0,11302,934,1046,TRTS05_925_1189,TRES04_9486_12576,THTTP08_1740_2111
CL03_1268_1833,PL03_1691_2484,5,0,0,0,1247,67,0,4434,951,1046,TRTS05_925_1189,TRES02_2559_6035,THTTP06_1130_1411
CL03_1268_1833,PL03_1691_2484,7,0,0,0,1018,285,0,11295,934,1046,TRTS05_925_1189,TRES04_9486_12576,THTTP06_1130_1411
CL04_1833_2430,PL03_1691_2484,6,0,0,0,1487,86,0,11142,934,1046,TRTS05_925_1189,TRES04_9486_12576,THTTP07_1411_1740
CL03_1268_1833,PL03_1691_2484,6,0,0,0,1340,37,0,7874,962,1046,TRTS05_925_1189,TRES03_6035_9486,THTTP06_1130_1411
CL01_below_535,PL01_below_648,5,0,0,0,5,0,0,0,907,0,TRTS04_737_925,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL02_648_1691,11,0,0,0,324,11,0,3621,1013,1046,TRTS05_925_1189,TRES02_2559_6035,THTTP02_177_412
CL02_535_1268,PL02_648_1691,6,0,0,1,439,14,0,7876,962,1046,TRTS05_925_1189,TRES03_6035_9486,THTTP03_412_626
CL04_1833_2430,PL03_1691_2484,7,0,0,0,1535,58,0,11137,934,1046,TRTS05_925_1189,TRES04_9486_12576,THTTP07_1411_1740
CL05_2430_3062,PL05_3223_4071,5,0,0,1,2037,53,0,11922,933,1046,TRTS05_925_1189,TRES05_12576_14735,THTTP08_1740_2111
CL03_1268_1833,PL03_1691_2484,5,0,0,0,1345,44,0,7920,953,1046,TRTS05_925_1189,TRES03_6035_9486,THTTP06_1130_1411
CL03_1268_1833,PL05_3223_4071,7,0,0,0,649,0,0,18116,1813,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP04_626_859
CL04_1833_2430,PL04_2484_3223,8,0,0,0,1176,65,0,7963,718,384,TRTS03_573_737,TRES03_6035_9486,THTTP06_1130_1411
CL04_1833_2430,PL03_1691_2484,4,0,0,0,725,259,0,13866,714,426,TRTS03_573_737,TRES05_12576_14735,THTTP05_859_1130
CL02_535_1268,PL03_1691_2484,5,0,0,0,248,475,0,19191,1067,415,TRTS05_925_1189,TRES07_17040_21342,THTTP04_626_859
CL02_535_1268,PL03_1691_2484,8,0,0,0,277,587,0,18831,1287,415,TRTS06_1189_1486,TRES07_17040_21342,THTTP05_859_1130
CL04_1833_2430,PL01_below_648,5,0,0,0,726,0,0,42056,703,1148,TRTS03_573_737,TRES10_36658_up,THTTP04_626_859
CL03_1268_1833,PL01_below_648,0,0,0,0,26,0,0,0,586,1090,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL03_1268_1833,PL03_1691_2484,8,0,0,0,565,0,0,41423,695,1147,TRTS03_573_737,TRES10_36658_up,THTTP03_412_626
CL03_1268_1833,PL01_below_648,0,0,0,0,5,0,0,0,586,1090,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL06_3062_3812,PL05_3223_4071,5,0,0,0,1386,0,0,41067,705,1147,TRTS03_573_737,TRES10_36658_up,THTTP06_1130_1411
CL01_below_535,PL01_below_648,442,0,0,0,215,1,0,253,1435,430,TRTS06_1189_1486,TRES01_below_2559,THTTP04_626_859
CL03_1268_1833,PL03_1691_2484,811,0,0,0,302,509,0,18317,1086,415,TRTS05_925_1189,TRES07_17040_21342,THTTP07_1411_1740
CL02_535_1268,PL02_648_1691,6,0,0,0,286,464,0,18083,1307,415,TRTS06_1189_1486,TRES07_17040_21342,THTTP04_626_859
CL01_below_535,PL01_below_648,10,0,0,0,266,1,0,264,1443,441,TRTS06_1189_1486,TRES01_below_2559,THTTP02_177_412
CL09_6084_7536,PL01_below_648,9,0,0,0,262,1,0,264,1443,441,TRTS06_1189_1486,TRES01_below_2559,THTTP02_177_412
CL02_535_1268,PL03_1691_2484,0,0,0,0,266,0,0,0,1086,400,TRTS05_925_1189,TRES01_below_2559,THTTP02_177_412
CL05_2430_3062,PL05_3223_4071,1881,0,0,0,268,562,0,18621,1094,415,TRTS05_925_1189,TRES07_17040_21342,THTTP10_2660_up
CL09_6084_7536,PL01_below_648,5,0,0,1,1436,0,0,273,1331,446,TRTS06_1189_1486,TRES01_below_2559,THTTP07_1411_1740
CL01_below_535,PL01_below_648,1946,0,0,0,313,1,0,259,1313,436,TRTS06_1189_1486,TRES01_below_2559,THTTP09_2111_2660
CL07_3812_4813,PL07_5255_7017,1680,0,0,0,1014,0,0,14415,1895,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP10_2660_up
CL03_1268_1833,PL06_4071_5255,8,0,0,0,921,0,0,6758,2170,1017,TRTS09_2020_3101,TRES03_6035_9486,THTTP05_859_1130
CL08_4813_6084,PL07_5255_7017,5,0,0,0,1889,0,0,13772,1921,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP08_1740_2111
CL07_3812_4813,PL01_below_648,1569,0,0,0,679,0,0,14489,1701,1017,TRTS07_1486_1724,TRES06_14735_17040,THTTP09_2111_2660
CL10_7536_up,PL10_14346_up,5,0,0,0,2083,0,0,14502,1803,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP08_1740_2111
CL06_3062_3812,PL09_9947_14346,9,0,0,0,1322,0,0,14156,1803,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP06_1130_1411
CL07_3812_4813,PL07_5255_7017,5,0,0,0,510,0,0,14354,1803,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,7,0,0,0,667,0,0,14449,1803,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP04_626_859
CL03_1268_1833,PL01_below_648,5,0,0,0,693,0,0,6681,1862,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP04_626_859
CL04_1833_2430,PL10_14346_up,4,0,0,0,590,0,0,6680,1888,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP03_412_626
CL03_1268_1833,PL03_1691_2484,9,0,0,0,1239,0,0,6724,2047,1017,TRTS09_2020_3101,TRES03_6035_9486,THTTP06_1130_1411
CL05_2430_3062,PL08_7017_9947,959,0,0,0,638,0,0,14096,1796,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP07_1411_1740
CL06_3062_3812,PL06_4071_5255,6,0,0,0,1084,0,0,14106,1822,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP05_859_1130
CL05_2430_3062,PL05_3223_4071,9,0,0,0,777,0,0,14341,1822,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP04_626_859
CL05_2430_3062,PL05_3223_4071,8,0,0,0,660,0,0,14406,1822,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP04_626_859
CL07_3812_4813,PL06_4071_5255,5,0,0,0,1553,0,0,14421,1822,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP07_1411_1740
CL01_below_535,PL01_below_648,0,0,0,0,0,0,0,0,1226,0,TRTS06_1189_1486,TRES01_below_2559,THTTP01_below_177
CL07_3812_4813,PL07_5255_7017,7,0,0,0,1033,197,0,9628,952,491,TRTS05_925_1189,TRES04_9486_12576,THTTP06_1130_1411
CL02_535_1268,PL04_2484_3223,452,0,0,0,316,0,0,17189,1629,448,TRTS07_1486_1724,TRES07_17040_21342,THTTP04_626_859
CL02_535_1268,PL05_3223_4071,4,0,0,0,240,0,0,17254,1594,446,TRTS07_1486_1724,TRES07_17040_21342,THTTP02_177_412
CL05_2430_3062,PL04_2484_3223,4,0,0,0,709,0,0,41854,716,1147,TRTS03_573_737,TRES10_36658_up,THTTP04_626_859
CL03_1268_1833,PL04_2484_3223,0,0,0,0,14,0,0,0,616,1090,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL04_1833_2430,PL04_2484_3223,5,0,0,0,1319,0,0,39808,704,1147,TRTS03_573_737,TRES10_36658_up,THTTP06_1130_1411
CL02_535_1268,PL03_1691_2484,0,0,0,0,7,0,0,0,616,1090,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL06_3062_3812,PL06_4071_5255,11,0,0,0,1825,0,0,40709,705,1147,TRTS03_573_737,TRES10_36658_up,THTTP08_1740_2111
CL03_1268_1833,PL03_1691_2484,0,0,0,0,21,0,0,0,620,1090,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL05_2430_3062,PL05_3223_4071,5,0,0,0,940,0,0,41527,707,1147,TRTS03_573_737,TRES10_36658_up,THTTP05_859_1130
