Content Load,Page Load,Blocked,DNS,Connect,Send,Wait,Receive,Body Size Request,Body Size Response,Header Size Request,Header Size Response,Total Size Request,Total Size Response,Total HTTP Timings
CL02_535_1268,PL06_4071_5255,5,0,0,0,998,24,0,4385,806,1046,TRTS04_737_925,TRES02_2559_6035,THTTP05_859_1130
CL06_3062_3812,PL07_5255_7017,867,0,0,0,505,0,0,14963,1657,897,TRTS07_1486_1724,TRES06_14735_17040,THTTP06_1130_1411
CL07_3812_4813,PL08_7017_9947,8,0,0,0,792,0,0,14607,1683,897,TRTS07_1486_1724,TRES06_14735_17040,THTTP04_626_859
CL03_1268_1833,PL04_2484_3223,484,0,0,0,891,221,0,18589,1075,415,TRTS05_925_1189,TRES07_17040_21342,THTTP07_1411_1740
CL06_3062_3812,PL08_7017_9947,8,0,0,0,2132,1,0,230,1265,407,TRTS06_1189_1486,TRES01_below_2559,THTTP09_2111_2660
CL02_535_1268,PL07_5255_7017,8,0,0,0,446,34,0,14737,1034,866,TRTS05_925_1189,TRES06_14735_17040,THTTP03_412_626
CL01_below_535,PL01_below_648,8,0,0,0,1378,2,0,27,1098,984,TRTS05_925_1189,TRES01_below_2559,THTTP06_1130_1411
CL01_below_535,PL01_below_648,0,0,0,0,7,0,0,0,1002,400,TRTS05_925_1189,TRES01_below_2559,THTTP01_below_177
CL03_1268_1833,PL03_1691_2484,440,0,0,0,348,533,0,18982,1332,415,TRTS06_1189_1486,TRES07_17040_21342,THTTP06_1130_1411
CL01_below_535,PL01_below_648,486,0,0,0,532,0,0,224,1441,401,TRTS06_1189_1486,TRES01_below_2559,THTTP05_859_1130
CL04_1833_2430,PL04_2484_3223,48,0,0,0,200,0,0,230,1447,407,TRTS06_1189_1486,TRES01_below_2559,THTTP02_177_412
CL01_below_535,PL02_648_1691,0,0,0,0,31,0,0,0,1075,400,TRTS05_925_1189,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL01_below_648,5,0,0,0,221,0,0,286,1507,459,TRTS07_1486_1724,TRES01_below_2559,THTTP02_177_412
CL04_1833_2430,PL03_1691_2484,460,0,0,0,914,32,0,7978,1629,976,TRTS07_1486_1724,TRES03_6035_9486,THTTP06_1130_1411
CL03_1268_1833,PL03_1691_2484,6,0,0,0,560,0,0,6210,1574,897,TRTS07_1486_1724,TRES03_6035_9486,THTTP03_412_626
CL06_3062_3812,PL06_4071_5255,6,0,0,0,1149,0,0,17186,1786,935,TRTS08_1724_2020,TRES07_17040_21342,THTTP06_1130_1411
CL06_3062_3812,PL05_3223_4071,484,0,0,0,934,21,0,8004,1629,976,TRTS07_1486_1724,TRES03_6035_9486,THTTP07_1411_1740
CL03_1268_1833,PL02_648_1691,6,0,0,0,417,0,83,197,1767,834,TRTS08_1724_2020,TRES01_below_2559,THTTP03_412_626
CL08_4813_6084,PL08_7017_9947,5,0,0,0,1963,0,0,13753,2103,1005,TRTS09_2020_3101,TRES06_14735_17040,THTTP08_1740_2111
CL06_3062_3812,PL06_4071_5255,5,0,0,0,1781,0,0,12863,2289,1005,TRTS09_2020_3101,TRES05_12576_14735,THTTP08_1740_2111
CL06_3062_3812,PL07_5255_7017,6,0,0,0,1704,0,0,16419,2107,1005,TRTS09_2020_3101,TRES07_17040_21342,THTTP07_1411_1740
CL03_1268_1833,PL04_2484_3223,5,0,0,0,1096,0,0,6550,1875,1005,TRTS08_1724_2020,TRES03_6035_9486,THTTP05_859_1130
CL04_1833_2430,PL06_4071_5255,6,0,0,0,751,0,0,17060,1786,1005,TRTS08_1724_2020,TRES07_17040_21342,THTTP04_626_859
CL05_2430_3062,PL06_4071_5255,5,0,0,0,1593,0,0,15989,2136,1017,TRTS09_2020_3101,TRES06_14735_17040,THTTP07_1411_1740
CL05_2430_3062,PL09_9947_14346,6,0,0,0,2117,0,0,6679,2102,1017,TRTS09_2020_3101,TRES03_6035_9486,THTTP09_2111_2660
CL02_535_1268,PL04_2484_3223,8,0,0,0,696,0,0,6729,2068,1017,TRTS09_2020_3101,TRES03_6035_9486,THTTP04_626_859
CL08_4813_6084,PL08_7017_9947,6,0,0,0,1347,0,0,14701,2063,1017,TRTS09_2020_3101,TRES06_14735_17040,THTTP06_1130_1411
CL05_2430_3062,PL05_3223_4071,5,0,0,0,808,0,0,15211,1798,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP04_626_859
CL06_3062_3812,PL07_5255_7017,18,0,0,0,1267,0,0,14447,2133,1017,TRTS09_2020_3101,TRES06_14735_17040,THTTP06_1130_1411
CL06_3062_3812,PL07_5255_7017,6,0,0,0,1942,0,0,13950,2337,1017,TRTS09_2020_3101,TRES06_14735_17040,THTTP08_1740_2111
CL03_1268_1833,PL04_2484_3223,8,0,0,0,624,0,0,9884,2337,1017,TRTS09_2020_3101,TRES04_9486_12576,THTTP04_626_859
CL03_1268_1833,PL05_3223_4071,5,0,0,0,674,0,0,6162,2050,1017,TRTS09_2020_3101,TRES03_6035_9486,THTTP04_626_859
CL05_2430_3062,PL05_3223_4071,4,0,0,0,2085,0,0,5438,1760,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP08_1740_2111
CL03_1268_1833,PL06_4071_5255,4,0,0,0,1092,0,0,5767,1784,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP05_859_1130
CL02_535_1268,PL03_1691_2484,5,0,0,0,543,0,0,5438,1760,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP03_412_626
CL02_535_1268,PL03_1691_2484,5,0,0,0,669,0,0,6206,2050,1017,TRTS09_2020_3101,TRES03_6035_9486,THTTP04_626_859
CL06_3062_3812,PL06_4071_5255,6,0,0,0,1310,0,0,15429,1798,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP06_1130_1411
CL03_1268_1833,PL04_2484_3223,5,0,0,0,994,0,0,7043,1996,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP05_859_1130
CL04_1833_2430,PL04_2484_3223,7,0,0,0,1414,0,0,9607,2169,1017,TRTS09_2020_3101,TRES04_9486_12576,THTTP07_1411_1740
CL05_2430_3062,PL04_2484_3223,4,0,0,0,1650,0,0,9553,2169,1017,TRTS09_2020_3101,TRES04_9486_12576,THTTP07_1411_1740
CL07_3812_4813,PL07_5255_7017,1383,0,0,0,746,0,0,15961,1703,1017,TRTS07_1486_1724,TRES06_14735_17040,THTTP09_2111_2660
CL05_2430_3062,PL06_4071_5255,6,0,0,0,833,0,0,13846,2114,1017,TRTS09_2020_3101,TRES06_14735_17040,THTTP04_626_859
CL05_2430_3062,PL05_3223_4071,4,0,0,0,731,0,0,14950,2318,1017,TRTS09_2020_3101,TRES06_14735_17040,THTTP04_626_859
CL04_1833_2430,PL05_3223_4071,5,0,0,0,1270,0,0,5914,2318,1017,TRTS09_2020_3101,TRES03_6035_9486,THTTP06_1130_1411
CL02_535_1268,PL02_648_1691,7,0,0,0,581,28,0,8013,1706,647,TRTS07_1486_1724,TRES03_6035_9486,THTTP03_412_626
CL07_3812_4813,PL07_5255_7017,1308,0,0,0,691,0,0,14828,1687,1017,TRTS07_1486_1724,TRES06_14735_17040,THTTP08_1740_2111
CL05_2430_3062,PL07_5255_7017,5,0,0,0,755,0,0,14648,1779,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP04_626_859
CL05_2430_3062,PL06_4071_5255,6,0,0,0,775,0,0,13174,2114,1017,TRTS09_2020_3101,TRES05_12576_14735,THTTP04_626_859
CL05_2430_3062,PL05_3223_4071,4,0,0,0,694,0,0,15056,2318,1017,TRTS09_2020_3101,TRES06_14735_17040,THTTP04_626_859
CL04_1833_2430,PL04_2484_3223,5,0,0,0,663,0,0,8975,2318,1017,TRTS09_2020_3101,TRES04_9486_12576,THTTP04_626_859
CL05_2430_3062,PL04_2484_3223,7,0,0,0,664,0,0,14749,2318,947,TRTS09_2020_3101,TRES06_14735_17040,THTTP04_626_859
CL06_3062_3812,PL05_3223_4071,5,0,0,0,925,0,0,7710,2068,1017,TRTS09_2020_3101,TRES03_6035_9486,THTTP05_859_1130
CL04_1833_2430,PL04_2484_3223,5,0,0,0,1514,0,0,5564,1768,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP07_1411_1740
CL07_3812_4813,PL06_4071_5255,528,0,0,1,2102,627,0,7971,1661,728,TRTS07_1486_1724,TRES03_6035_9486,THTTP10_2660_up
CL05_2430_3062,PL07_5255_7017,8,0,0,0,782,0,0,15048,1779,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP04_626_859
CL07_3812_4813,PL08_7017_9947,7,0,0,0,646,0,0,14638,1805,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP04_626_859
CL04_1833_2430,PL06_4071_5255,9,0,0,0,519,0,0,14796,1805,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL04_1833_2430,PL05_3223_4071,4,0,0,0,514,0,0,15202,1779,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL03_1268_1833,PL05_3223_4071,6,0,0,0,682,0,0,6539,1864,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP04_626_859
CL06_3062_3812,PL07_5255_7017,18,0,0,0,1784,0,0,14702,1779,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP08_1740_2111
CL06_3062_3812,PL06_4071_5255,8,0,0,0,587,0,0,14847,1805,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,5,0,0,0,548,0,0,14759,1805,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL03_1268_1833,PL03_1691_2484,6,0,0,0,1027,0,0,5425,1741,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP05_859_1130
CL04_1833_2430,PL03_1691_2484,10,0,0,0,1352,0,0,5964,1765,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP06_1130_1411
CL02_535_1268,PL02_648_1691,7,0,0,0,403,0,0,5433,1741,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP02_177_412
CL02_535_1268,PL02_648_1691,8,0,0,0,405,0,0,5432,1741,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP03_412_626
CL05_2430_3062,PL06_4071_5255,5,0,0,0,1982,0,0,5946,1765,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP08_1740_2111
CL02_535_1268,PL02_648_1691,7,0,0,0,357,0,0,4459,1905,1017,TRTS08_1724_2020,TRES02_2559_6035,THTTP02_177_412
CL07_3812_4813,PL06_4071_5255,6,0,0,0,585,0,0,14730,1805,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL07_3812_4813,PL06_4071_5255,8,0,0,0,1499,0,0,14444,1805,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP07_1411_1740
CL04_1833_2430,PL05_3223_4071,6,0,0,0,1498,0,0,6898,1883,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP07_1411_1740
CL04_1833_2430,PL04_2484_3223,9,0,0,0,883,0,0,14544,1779,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP05_859_1130
CL07_3812_4813,PL07_5255_7017,1277,0,0,0,538,0,0,14701,1779,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP08_1740_2111
CL05_2430_3062,PL05_3223_4071,8,0,0,0,612,0,0,14604,1805,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL06_3062_3812,PL05_3223_4071,11,0,0,0,1326,0,0,14345,1805,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP06_1130_1411
CL06_3062_3812,PL05_3223_4071,1921,0,0,0,771,51,0,7969,1674,908,TRTS07_1486_1724,TRES03_6035_9486,THTTP10_2660_up
CL03_1268_1833,PL03_1691_2484,5,0,0,0,1012,175,0,6900,824,1046,TRTS04_737_925,TRES03_6035_9486,THTTP06_1130_1411
CL03_1268_1833,PL03_1691_2484,7,0,0,0,1036,1,0,0,1062,1319,TRTS05_925_1189,TRES01_below_2559,THTTP05_859_1130
CL02_535_1268,PL02_648_1691,8,0,0,0,935,35,0,6918,824,1046,TRTS04_737_925,TRES03_6035_9486,THTTP05_859_1130
CL04_1833_2430,PL03_1691_2484,9,0,0,0,1488,1,0,0,944,1136,TRTS05_925_1189,TRES01_below_2559,THTTP07_1411_1740
CL03_1268_1833,PL02_648_1691,8,0,0,0,1068,1,0,0,922,1229,TRTS04_737_925,TRES01_below_2559,THTTP05_859_1130
CL03_1268_1833,PL04_2484_3223,469,0,0,0,295,436,0,23013,1077,415,TRTS05_925_1189,TRES08_21342_27797,THTTP06_1130_1411
CL03_1268_1833,PL03_1691_2484,5,0,0,0,721,0,0,41747,692,1147,TRTS03_573_737,TRES10_36658_up,THTTP04_626_859
CL03_1268_1833,PL01_below_648,0,0,0,0,7,0,0,0,587,1082,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL04_1833_2430,PL04_2484_3223,5,0,0,0,1441,0,0,41142,695,1147,TRTS03_573_737,TRES10_36658_up,THTTP07_1411_1740
CL02_535_1268,PL02_648_1691,0,0,0,0,7,0,0,0,587,1082,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL04_1833_2430,PL07_5255_7017,8,0,0,0,723,0,0,43517,697,1147,TRTS03_573_737,TRES10_36658_up,THTTP04_626_859
CL02_535_1268,PL02_648_1691,0,0,0,0,7,0,0,0,587,1082,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL05_2430_3062,PL05_3223_4071,5,0,0,0,1327,0,0,43270,696,1147,TRTS03_573_737,TRES10_36658_up,THTTP06_1130_1411
CL02_535_1268,PL03_1691_2484,0,0,0,0,9,0,0,0,587,1082,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL03_1268_1833,PL03_1691_2484,0,0,0,0,13,0,0,0,538,1082,TRTS02_426_573,TRES01_below_2559,THTTP01_below_177
CL05_2430_3062,PL04_2484_3223,7,0,0,0,1517,0,0,42661,669,1147,TRTS03_573_737,TRES10_36658_up,THTTP07_1411_1740
CL01_below_535,PL01_below_648,5,0,0,0,5,0,0,0,655,0,TRTS03_573_737,TRES01_below_2559,THTTP01_below_177
CL06_3062_3812,PL08_7017_9947,966,0,0,0,454,0,0,12082,1883,1017,TRTS08_1724_2020,TRES05_12576_14735,THTTP07_1411_1740
CL05_2430_3062,PL04_2484_3223,8,0,0,0,762,0,0,12114,1779,1017,TRTS08_1724_2020,TRES05_12576_14735,THTTP04_626_859
CL04_1833_2430,PL03_1691_2484,15,0,0,0,572,0,0,12387,1779,1017,TRTS08_1724_2020,TRES05_12576_14735,THTTP03_412_626
CL04_1833_2430,PL04_2484_3223,6,0,0,0,626,0,0,12367,1779,1017,TRTS08_1724_2020,TRES05_12576_14735,THTTP04_626_859
CL07_3812_4813,PL06_4071_5255,8,0,0,0,1476,0,0,12417,1779,1017,TRTS08_1724_2020,TRES05_12576_14735,THTTP07_1411_1740
CL01_below_535,PL01_below_648,7,0,0,0,7,0,0,0,1818,0,TRTS08_1724_2020,TRES01_below_2559,THTTP01_below_177
CL03_1268_1833,PL06_4071_5255,12,0,0,0,583,0,0,12364,1779,1017,TRTS08_1724_2020,TRES05_12576_14735,THTTP03_412_626
CL03_1268_1833,PL04_2484_3223,5,0,0,0,443,0,0,12310,1779,1017,TRTS08_1724_2020,TRES05_12576_14735,THTTP03_412_626
CL04_1833_2430,PL05_3223_4071,8,0,0,0,1099,0,0,15068,1863,1036,TRTS08_1724_2020,TRES06_14735_17040,THTTP05_859_1130
CL05_2430_3062,PL06_4071_5255,5,0,0,0,587,0,0,15040,1889,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL05_2430_3062,PL04_2484_3223,6,0,0,0,623,0,0,15070,1889,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP04_626_859
CL10_7536_up,PL01_below_648,421,0,0,0,230,0,0,261,1298,438,TRTS06_1189_1486,TRES01_below_2559,THTTP04_626_859
CL01_below_535,PL01_below_648,10,0,0,0,2,0,0,0,1863,0,TRTS08_1724_2020,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL01_below_648,1791,0,0,0,289,1,0,293,1330,470,TRTS06_1189_1486,TRES01_below_2559,THTTP08_1740_2111
CL09_6084_7536,PL08_7017_9947,8,0,0,0,1482,55,0,15920,753,476,TRTS04_737_925,TRES06_14735_17040,THTTP07_1411_1740
CL04_1833_2430,PL04_2484_3223,5,0,0,0,597,0,0,14794,1863,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL04_1833_2430,PL04_2484_3223,5,0,0,0,444,0,0,12353,1779,1017,TRTS08_1724_2020,TRES05_12576_14735,THTTP03_412_626
CL04_1833_2430,PL03_1691_2484,8,0,0,0,526,0,0,12423,1779,1017,TRTS08_1724_2020,TRES05_12576_14735,THTTP03_412_626
CL04_1833_2430,PL04_2484_3223,6,0,0,0,543,0,0,12286,2114,1017,TRTS09_2020_3101,TRES05_12576_14735,THTTP03_412_626
CL04_1833_2430,PL08_7017_9947,5,0,0,0,1254,0,0,6671,1818,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP06_1130_1411
CL03_1268_1833,PL04_2484_3223,5,0,0,0,1253,0,0,4548,1779,1017,TRTS08_1724_2020,TRES02_2559_6035,THTTP06_1130_1411
CL03_1268_1833,PL04_2484_3223,9,0,0,0,1039,0,0,6157,1781,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP05_859_1130
CL05_2430_3062,PL06_4071_5255,8,0,0,0,1097,0,0,14914,1827,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP05_859_1130
CL04_1833_2430,PL04_2484_3223,868,0,0,0,294,527,0,22111,1106,415,TRTS05_925_1189,TRES08_21342_27797,THTTP07_1411_1740
CL08_4813_6084,PL01_below_648,5,0,0,0,1118,1,0,230,1296,407,TRTS06_1189_1486,TRES01_below_2559,THTTP05_859_1130
CL09_6084_7536,PL09_9947_14346,4,0,0,0,717,9,0,7282,652,505,TRTS03_573_737,TRES03_6035_9486,THTTP04_626_859
CL09_6084_7536,PL08_7017_9947,10,0,0,0,1284,0,0,184,656,330,TRTS03_573_737,TRES01_below_2559,THTTP06_1130_1411
CL04_1833_2430,PL04_2484_3223,8,0,0,0,720,30,0,7282,766,440,TRTS04_737_925,TRES03_6035_9486,THTTP04_626_859
CL01_below_535,PL01_below_648,6,0,0,0,1298,0,0,184,773,342,TRTS04_737_925,TRES01_below_2559,THTTP06_1130_1411
CL04_1833_2430,PL04_2484_3223,6,0,0,0,719,28,0,7282,766,440,TRTS04_737_925,TRES03_6035_9486,THTTP04_626_859
CL01_below_535,PL01_below_648,7,0,0,1,374,0,0,184,767,336,TRTS04_737_925,TRES01_below_2559,THTTP02_177_412
CL01_below_535,PL01_below_648,6,0,0,0,6,0,0,0,766,0,TRTS04_737_925,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL01_below_648,7,0,0,0,7,0,0,0,766,0,TRTS04_737_925,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL01_below_648,6,0,0,0,6,0,0,0,766,0,TRTS04_737_925,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL01_below_648,9,0,0,0,9,0,0,0,766,0,TRTS04_737_925,TRES01_below_2559,THTTP01_below_177
CL04_1833_2430,PL04_2484_3223,7,0,0,0,759,24,0,7282,766,440,TRTS04_737_925,TRES03_6035_9486,THTTP04_626_859
CL03_1268_1833,PL04_2484_3223,425,0,0,0,253,505,0,22814,1087,415,TRTS05_925_1189,TRES08_21342_27797,THTTP06_1130_1411
CL10_7536_up,PL01_below_648,5,0,0,1,1249,0,0,239,1286,416,TRTS06_1189_1486,TRES01_below_2559,THTTP06_1130_1411
CL08_4813_6084,PL09_9947_14346,4,0,0,0,1757,36,0,12454,748,495,TRTS04_737_925,TRES05_12576_14735,THTTP08_1740_2111
CL01_below_535,PL01_below_648,6,0,0,0,3,0,0,0,1696,0,TRTS07_1486_1724,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL01_below_648,0,0,0,0,0,0,0,0,1629,0,TRTS07_1486_1724,TRES01_below_2559,THTTP01_below_177
CL05_2430_3062,PL04_2484_3223,7,0,0,1,1378,291,1370,29819,437,593,TRTS08_1724_2020,TRES09_27797_36658,THTTP07_1411_1740
CL03_1268_1833,PL03_1691_2484,7,0,0,0,475,279,1374,43128,437,593,TRTS08_1724_2020,TRES10_36658_up,THTTP04_626_859
CL04_1833_2430,PL04_2484_3223,5,0,0,0,518,0,0,15879,1798,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,5,0,0,0,1079,0,0,14621,2133,1017,TRTS09_2020_3101,TRES06_14735_17040,THTTP05_859_1130
CL05_2430_3062,PL05_3223_4071,5,0,0,0,1398,0,0,13774,2337,1017,TRTS09_2020_3101,TRES06_14735_17040,THTTP06_1130_1411
CL04_1833_2430,PL05_3223_4071,6,0,0,0,1181,0,0,9414,2337,1017,TRTS09_2020_3101,TRES04_9486_12576,THTTP06_1130_1411
CL03_1268_1833,PL03_1691_2484,7,0,0,0,656,0,0,6251,2050,947,TRTS09_2020_3101,TRES03_6035_9486,THTTP04_626_859
CL06_3062_3812,PL05_3223_4071,5,0,0,0,1490,0,0,16056,1846,1017,TRTS08_1724_2020,TRES07_17040_21342,THTTP07_1411_1740
CL03_1268_1833,PL10_14346_up,5,0,0,0,821,0,0,6773,1883,1017,TRTS08_1724_2020,TRES03_6035_9486,THTTP04_626_859
CL01_below_535,PL01_below_648,7,0,0,0,7,0,0,0,1846,0,TRTS08_1724_2020,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL01_below_648,0,0,0,0,9,5,0,0,1846,0,TRTS08_1724_2020,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL01_below_648,0,0,0,0,0,0,0,0,1846,0,TRTS08_1724_2020,TRES01_below_2559,THTTP01_below_177
CL01_below_535,PL01_below_648,0,0,0,0,0,0,0,0,1846,0,TRTS08_1724_2020,TRES01_below_2559,THTTP01_below_177
CL03_1268_1833,PL03_1691_2484,302,0,0,0,502,0,0,6152,1715,1017,TRTS07_1486_1724,TRES03_6035_9486,THTTP04_626_859
CL04_1833_2430,PL05_3223_4071,5,0,0,0,507,0,0,15346,1846,1017,TRTS08_1724_2020,TRES06_14735_17040,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,6,0,0,0,560,0,0,18234,2148,1005,TRTS09_2020_3101,TRES07_17040_21342,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,4,0,0,0,2117,0,0,8636,2109,1005,TRTS09_2020_3101,TRES04_9486_12576,THTTP09_2111_2660
CL06_3062_3812,PL06_4071_5255,1004,0,0,0,573,0,0,18000,2136,1005,TRTS09_2020_3101,TRES07_17040_21342,THTTP07_1411_1740
CL03_1268_1833,PL04_2484_3223,5,0,0,0,695,0,0,7152,2108,1005,TRTS09_2020_3101,TRES03_6035_9486,THTTP04_626_859
CL04_1833_2430,PL03_1691_2484,9,0,0,0,546,0,0,17872,2136,1005,TRTS09_2020_3101,TRES07_17040_21342,THTTP03_412_626
CL05_2430_3062,PL05_3223_4071,5,0,0,0,1170,0,0,15577,2322,1005,TRTS09_2020_3101,TRES06_14735_17040,THTTP06_1130_1411
CL04_1833_2430,PL03_1691_2484,5,0,0,0,1358,0,0,7798,2057,1005,TRTS09_2020_3101,TRES03_6035_9486,THTTP06_1130_1411
CL06_3062_3812,PL05_3223_4071,5,0,0,0,1405,0,0,13165,2289,1005,TRTS09_2020_3101,TRES05_12576_14735,THTTP06_1130_1411
CL05_2430_3062,PL05_3223_4071,6,0,0,0,1053,0,0,15118,2289,1005,TRTS09_2020_3101,TRES06_14735_17040,THTTP05_859_1130
CL05_2430_3062,PL05_3223_4071,6,0,0,0,979,0,0,16562,2289,1005,TRTS09_2020_3101,TRES07_17040_21342,THTTP05_859_1130
CL03_1268_1833,PL04_2484_3223,11,0,0,0,1073,0,0,6513,2057,1005,TRTS09_2020_3101,TRES03_6035_9486,THTTP05_859_1130
CL07_3812_4813,PL06_4071_5255,1835,0,0,0,1721,27,0,11698,619,1046,TRTS03_573_737,TRES05_12576_14735,THTTP10_2660_up
CL05_2430_3062,PL04_2484_3223,6,0,0,0,2104,39,0,7840,960,1046,TRTS05_925_1189,TRES03_6035_9486,THTTP09_2111_2660
CL06_3062_3812,PL06_4071_5255,5,0,0,0,1676,0,0,14917,2084,1024,TRTS09_2020_3101,TRES06_14735_17040,THTTP07_1411_1740
CL05_2430_3062,PL05_3223_4071,4,0,0,0,1478,0,0,6225,2001,1005,TRTS08_1724_2020,TRES03_6035_9486,THTTP07_1411_1740
CL01_below_535,PL01_below_648,7,0,0,0,546,2,0,2341,647,600,TRTS03_573_737,TRES02_2559_6035,THTTP03_412_626
CL06_3062_3812,PL01_below_648,5,0,0,0,511,125,0,7704,681,686,TRTS03_573_737,TRES03_6035_9486,THTTP04_626_859
CL01_below_535,PL01_below_648,8,0,0,0,846,7,0,5660,863,487,TRTS04_737_925,TRES03_6035_9486,THTTP05_859_1130
CL06_3062_3812,PL07_5255_7017,8,0,0,0,463,1,0,0,439,296,TRTS02_426_573,TRES01_below_2559,THTTP03_412_626
CL08_4813_6084,PL07_5255_7017,1276,0,0,0,695,93,0,18220,1675,1005,TRTS07_1486_1724,TRES07_17040_21342,THTTP08_1740_2111
CL05_2430_3062,PL07_5255_7017,6,0,0,0,1885,0,0,6455,1852,1005,TRTS08_1724_2020,TRES03_6035_9486,THTTP08_1740_2111
CL05_2430_3062,PL06_4071_5255,14,0,0,0,1277,0,0,17873,1767,1024,TRTS08_1724_2020,TRES07_17040_21342,THTTP06_1130_1411
CL05_2430_3062,PL05_3223_4071,6,0,0,0,815,0,0,14604,2084,1005,TRTS09_2020_3101,TRES06_14735_17040,THTTP04_626_859
CL05_2430_3062,PL05_3223_4071,5,0,0,0,1205,0,0,12944,2270,1024,TRTS09_2020_3101,TRES05_12576_14735,THTTP06_1130_1411
CL04_1833_2430,PL05_3223_4071,5,0,0,0,1155,0,0,7581,2270,1005,TRTS09_2020_3101,TRES03_6035_9486,THTTP06_1130_1411
CL02_535_1268,PL03_1691_2484,5,0,0,0,626,0,0,6143,2001,1005,TRTS08_1724_2020,TRES03_6035_9486,THTTP04_626_859
CL07_3812_4813,PL07_5255_7017,1250,0,0,0,653,0,0,17167,1675,1005,TRTS07_1486_1724,TRES07_17040_21342,THTTP08_1740_2111
CL05_2430_3062,PL06_4071_5255,5,0,0,0,713,0,0,15021,2084,1005,TRTS09_2020_3101,TRES06_14735_17040,THTTP04_626_859
CL04_1833_2430,PL05_3223_4071,4,0,0,0,721,0,0,13079,2270,1005,TRTS09_2020_3101,TRES05_12576_14735,THTTP04_626_859
CL03_1268_1833,PL04_2484_3223,4,0,0,0,587,0,0,8741,2270,1005,TRTS09_2020_3101,TRES04_9486_12576,THTTP03_412_626
CL04_1833_2430,PL04_2484_3223,5,0,0,0,643,0,0,17737,2270,1005,TRTS09_2020_3101,TRES07_17040_21342,THTTP04_626_859
CL04_1833_2430,PL03_1691_2484,5,0,0,0,1444,0,0,7264,2038,1005,TRTS09_2020_3101,TRES03_6035_9486,THTTP07_1411_1740
CL02_535_1268,PL06_4071_5255,5,0,0,0,682,0,0,7632,2057,1005,TRTS09_2020_3101,TRES03_6035_9486,THTTP04_626_859
CL05_2430_3062,PL01_below_648,5,0,0,0,1168,0,0,14604,2121,1005,TRTS09_2020_3101,TRES06_14735_17040,THTTP06_1130_1411
CL01_below_535,PL01_below_648,7,0,0,0,666,0,0,7357,2002,1005,TRTS08_1724_2020,TRES03_6035_9486,THTTP04_626_859
