CallCnt,ScreenCnt,AppCnt,BatteryValue
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT10_91_up
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT09_80_91
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT09_80_91
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT09_80_91
CALLS1_below_0,SCREEN06_18_27,APPS10_969_up,BATT09_80_91
CALLS3_1_2,SCREEN06_18_27,APPS06_342_526,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS06_342_526,BATT01_below_13
CALLS5_4_5,SCREEN09_53_64,APPS06_342_526,BATT01_below_13
CALLS5_4_5,SCREEN09_53_64,APPS06_342_526,BATT01_below_13
CALLS3_1_2,SCREEN08_39_53,APPS05_172_342,BATT06_38_52
CALLS3_1_2,SCREEN08_39_53,APPS05_172_342,BATT06_38_52
CALLS3_1_2,SCREEN08_39_53,APPS05_172_342,BATT06_38_52
CALLS3_1_2,SCREEN08_39_53,APPS05_172_342,BATT06_38_52
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN02_4_5,APPS02_19_55,BATT09_80_91
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS02_19_55,BATT04_20_27
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT08_68_80
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT08_68_80
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT08_68_80
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT08_68_80
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT08_68_80
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT08_68_80
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT08_68_80
CALLS3_1_2,SCREEN07_27_39,APPS05_172_342,BATT09_80_91
CALLS3_1_2,SCREEN07_27_39,APPS05_172_342,BATT09_80_91
CALLS3_1_2,SCREEN07_27_39,APPS05_172_342,BATT09_80_91
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT08_68_80
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT08_68_80
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT08_68_80
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT10_91_up
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT10_91_up
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT10_91_up
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT09_80_91
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT09_80_91
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT09_80_91
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT09_80_91
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT09_80_91
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT09_80_91
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT09_80_91
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT09_80_91
CALLS1_below_0,SCREEN03_5_8,APPS04_99_172,BATT09_80_91
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT09_80_91
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT09_80_91
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT09_80_91
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT09_80_91
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT09_80_91
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT09_80_91
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT09_80_91
CALLS1_below_0,SCREEN04_8_12,APPS03_55_99,BATT09_80_91
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS5_4_5,SCREEN09_53_64,APPS01_below_19,BATT07_52_68
CALLS2_0_1,SCREEN07_27_39,APPS01_below_19,BATT05_27_38
CALLS2_0_1,SCREEN07_27_39,APPS01_below_19,BATT05_27_38
CALLS2_0_1,SCREEN07_27_39,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT06_38_52
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS2_0_1,SCREEN05_12_18,APPS01_below_19,BATT08_68_80
CALLS1_below_0,SCREEN03_5_8,APPS01_below_19,BATT08_68_80
CALLS1_below_0,SCREEN03_5_8,APPS01_below_19,BATT08_68_80
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT05_27_38
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN01_below_4,APPS01_below_19,BATT04_20_27
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT03_16_20
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT02_13_16
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
CALLS1_below_0,SCREEN05_12_18,APPS01_below_19,BATT01_below_13
